id,name,头像,类别,详情页,总点赞,总收藏,总评论,总分享,笔记数量,总互动量,门槛校验结果,收藏点赞比,评论点赞比,博主类型,投放建议
69908b94000000000a030a5d,小学生守则,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317vl9sin0s005nql0bdg9ee2auh6vn8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB8rYs1PU9IudrPKaVSNvq8iKXlcLuUerEH8p6_4Hkz1E=,2719,250,2713,224,1,5906,双门槛全部达标,0.092,0.998,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
6996b518000000002801dedf,nap.p,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qbtbq1b0a005pnqc8cne0tc7862ero?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABNKuX97AbedKAb7wcH-uNTTriko8eDN12HURlexDFxCU=,1822,757,102,304,1,2985,双门槛全部达标,0.415,0.056,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
6996d815000000001b01466c,娇气包,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3110klm8imo6g5pg94q02pptptctve5o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABNKuX97AbedKAb7wcH-uNTV9egntl1U5AHx1tgN42zb4=,1277,558,7,220,1,2062,双门槛全部达标,0.437,0.005,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
6997cd4b00000000150208ca,On the Street,https://sns-avatar-qc.xhscdn.com/avatar/5f7eabcfe2dbee0001d8d8c9.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABpxwOZdZDMiqfniRha356gb7g6GJW-_WJ874uOdAKekE=,13347,2929,325,417,1,17018,双门槛全部达标,0.219,0.024,普通低价值博主,转化比值一般，性价比偏低
6997d856000000001b01e496,乖乖,https://sns-avatar-qc.xhscdn.com/avatar/65518f7820f4400a47bf7da8.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABpxwOZdZDMiqfniRha356gez1AwCrqVyEYLClSbAlOqM=,1326,506,4,111,1,1947,双门槛全部达标,0.382,0.003,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69991fbc000000000a030b6b,常开心心,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31objavju4s005p1jhqq3jgce8cjoj60?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABwH1sgsWWj1PQYufBFoda5rOpkDRMGmjve7l8P1MFlzM=,2550,753,93,147,1,3543,双门槛全部达标,0.295,0.036,普通低价值博主,转化比值一般，性价比偏低
69999a6c000000001503066f,辛夷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pf42cmvigdg5q1maq37nnvml0ld4ig?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABwH1sgsWWj1PQYufBFoda5n6AqtFDnKH6eqL6LHjtI08=,1535,1009,7,277,1,2828,双门槛全部达标,0.657,0.005,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
6999ac520000000028008619,伊人集,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31spb7a0hm2605q1h55u39cs953ddl6o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABwH1sgsWWj1PQYufBFoda5g8TA-HHnVA8iUN-C7QzziE=,1017,453,32,44,1,1546,双门槛全部达标,0.445,0.031,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
699bd17e00000000280201ab,白白不拜拜,https://sns-avatar-qc.xhscdn.com/avatar/66c6ef92f5f8080001ab2c20.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABHtEkk5hJp-6HTUq6OqRwdf2Q3WikxLBUPZsA88wfxcY=,10,5,17,0,1,32,总互动不足100,0.5,1.7,普通低价值博主,总互动仅32，流量薄弱，不建议投放
699d2808000000000903a39d,爆付付,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rl0s4cs24005qb0h7852uh9re11060?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABxYiiyiNaig27uodwudKtBm7V7QcDMMRwX58TpFbJmbA=,227,74,21,23,1,345,双门槛全部达标,0.326,0.093,普通低价值博主,转化比值一般，性价比偏低
699ec5a20000000015023533,RC拼豆,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314aplh1smg005pjlrp0hostneisgv30?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWzmXlI4Y6ZnLDMGYLYOD6796iFMQge1pPPSeZmWJloo=,61,16,33,13,1,123,双门槛全部达标,0.262,0.541,普通低价值博主,转化比值一般，性价比偏低
699fb822000000002203bb47,董礼貌,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cu1tet6120049lbm8hhds925p9fu8o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABGizNjyWCk94UaZmAsmG9fvlcm-rQaewSkE3Zw-Pc2uo=,2294,1048,159,172,1,3673,双门槛全部达标,0.457,0.069,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69a267f40000000022021598,池三也,https://sns-avatar-qc.xhscdn.com/avatar/62a9e1ef007b00f05fc39a98.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABkCyrXTwbUxkYtgNPuZJkGn4Ad70LX_C7gSXfeTK34XE=,2437,938,27,197,1,3599,双门槛全部达标,0.385,0.011,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69a3bf40000000002202e878,奶芙少女,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31tchbb5pl6005njoaobg9egi1k3anfo?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABFCD_vdfXUemkBRu51dQPNPI6eWznTDhcXScb_D1937g=,1919,681,261,305,0,3166,笔记不足1,0.355,0.136,普通低价值博主,笔记仅0条，无内容基础，不建议投放
69a3d974000000001d026de6,许你耀眼🌹,https://sns-avatar-qc.xhscdn.com/avatar/5e900b31d6e3b000019ba4c9.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABFCD_vdfXUemkBRu51dQPNFPTZU0SUsVZ1dDgOqaVpQg=,200,100,8,24,1,332,双门槛全部达标,0.5,0.04,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69a431b10000000015032ca9,大大大珊,https://sns-avatar-qc.xhscdn.com/avatar/6526b1c90226271fc0078ff7.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB4Kl1qLae5BqAajMYlFpGctR1TWnzS_Zu7zitNUpFpIo=,4339,2977,160,371,1,7847,双门槛全部达标,0.686,0.037,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69a5263b000000002202ef07,沙丁魚的腦子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rbnqtl10m0049o221lc86gesfemtn0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABtSEDP2v-mtT_Q_4IrNlWA5YVmQAG2wyM0Gtg2Q0o9fY=,441,113,4,48,1,606,双门槛全部达标,0.256,0.009,普通低价值博主,转化比值一般，性价比偏低
69a62479000000002800a703,Miho!!!,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo32074gs765s005p2b18rqa42hk77vhdo?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABedIDjeq9-hZHdlPM3_tQGK5LntWafUuidhvDJwHKuhk=,3352,2202,179,259,1,5992,双门槛全部达标,0.657,0.053,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69a6bd8a0000000015033c25,737**,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dvdmn23h00g4a1a009qdjnjln02d9o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABedIDjeq9-hZHdlPM3_tQGClN4Dc58qlDAnX-yWYdbSw=,2322,774,34,113,1,3243,双门槛全部达标,0.333,0.015,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69a6ca1f000000001a02306b,WestFan,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3203s7pfi2q0g49elt5f2eth849pqdi0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABedIDjeq9-hZHdlPM3_tQGIH4DVUSkioVEoKFmeeRPks=,393,103,42,17,1,555,双门槛全部达标,0.262,0.107,普通低价值博主,转化比值一般，性价比偏低
69a7dd3d000000001b01fb38,马登福叔,https://sns-avatar-qc.xhscdn.com/avatar/60cac178d2c53d000110ca4c.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABgIU7faNAcIOiulVdtA4_MsNO6ZLXsz5idwC-W8sqtZI=,353,211,29,66,1,659,双门槛全部达标,0.598,0.082,普通低价值博主,转化比值一般，性价比偏低
69aa6afb000000001b01cc00,今天爆爆,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31tas4iam68d05p4u7kvap2gg6iu9pq0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABjaALyyHMIZUMnLpUPgQvQtqSbYiSHp7o2PHmBackIqw=,46,12,2,15,1,75,总互动不足100,0.261,0.043,普通低价值博主,总互动仅75，流量薄弱，不建议投放
69aadf5a000000001a024ec1,小薯爱穿搭,https://sns-avatar-qc.xhscdn.com/avatar/64ce23ec727c37f5a76d3952.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABjaALyyHMIZUMnLpUPgQvQthFgsbgxK9O8WBIxwYlko4=,536,449,46,124,1,1155,双门槛全部达标,0.838,0.086,普通低价值博主,转化比值一般，性价比偏低
69ad5e67000000001a030d7b,u-r-fashion,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3229jtn05ne0049ouaeogsqo19n15gpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABkyZfRZqAdWDgivFe842RCir8SnaVXksbAyEM8etqpCA=,1308,498,3,75,1,1884,双门槛全部达标,0.381,0.002,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69af8f72000000000c00b8fd,163的周周,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo32144ceju7a605q7tr8ccj2m2ia3p3j0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABQfp5CEZPhNLJcYsXwjk9eop7P1IDXMoguEwOOdnHt9s=,6675,3046,41,553,1,10315,双门槛全部达标,0.456,0.006,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69af91b30000000022030c79,木子维,https://sns-avatar-qc.xhscdn.com/avatar/61dbf34f4ea6806b698f64e4.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABQfp5CEZPhNLJcYsXwjk9egoi8eq7Pk5tkGPZ9PtFz68=,579,415,5,142,1,1141,双门槛全部达标,0.717,0.009,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69b02748000000002603e403,Sisi,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31umf0hfb1u0049n7klbuj5ko7fm3gco?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABwbVrTPh6o3DBdrwMLUJzSv_5SrbwrDABAo8w5UxqA8A=,254,83,21,11,1,369,双门槛全部达标,0.327,0.083,普通低价值博主,转化比值一般，性价比偏低
69b0ef8b000000002603cec0,马克斯星球,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31g1t6gsb0e005ph5q3e1ortfn6q6t5o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABwbVrTPh6o3DBdrwMLUJzSpjHy33w-tpDzFahIy6LJY0=,1438,724,28,943,1,3133,双门槛全部达标,0.503,0.019,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69b22f64000000000600eeeb,刘老板商店,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31puvruq0g0005o1mchc08reab7recng?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABC5_XnnYuqJOYrXrkfdlJ1keNs6XWKVNRORRnoSX93-0=,9,3,0,0,1,12,总互动不足100,0.333,0.0,普通低价值博主,总互动仅12，流量薄弱，不建议投放
69b230be0000000022039f52,马登工装,https://sns-avatar-qc.xhscdn.com/avatar/seller_695388ff01e8f900018cd057?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABC5_XnnYuqJOYrXrkfdlJ1s6YlpQWaLraLwllvZ3a_zE=,32,11,5,4,1,52,总互动不足100,0.344,0.156,普通低价值博主,总互动仅52，流量薄弱，不建议投放
69b2b1e00000000016008ee0,chris-小倩,https://sns-avatar-qc.xhscdn.com/avatar/5f66093bdcc13800018a5bc1.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABC5_XnnYuqJOYrXrkfdlJ1gpwEBtIN_FElJlriCDB-vE=,704,269,76,76,1,1125,双门槛全部达标,0.382,0.108,普通低价值博主,转化比值一般，性价比偏低
69b3c08a000000001b022c61,W_耐耐,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2l23lo2aj200049vn5paqfecjh2ntm3o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB0DadK5xctEA7QpuL9QA-VctW_-Z46bWHL8RIRh4RYFY=,664,266,78,28,1,1036,双门槛全部达标,0.401,0.117,普通低价值博主,转化比值一般，性价比偏低
69b4c021000000001a030f10,朱古力li,https://sns-avatar-qc.xhscdn.com/avatar/07002914-edf1-3136-ae76-b13c2d51573b?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB8HzaxQ6ZgFiTWFWa03B0Tu-VgpRrCNpJFvWRdTNCbFE=,4,5,1,1,1,11,总互动不足100,1.25,0.25,普通低价值博主,总互动仅11，流量薄弱，不建议投放
69b50e13000000002102c8fe,马登工装,https://sns-avatar-qc.xhscdn.com/avatar/seller_695388ff01e8f900018cd057?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB4h4HLazHHVfmJGpHeZZ5GTWNNiehmCd3e-0xAvdCx8U=,132,84,5,27,1,248,双门槛全部达标,0.636,0.038,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69b527ac0000000023022377,LIT LIGHT 里奈拾光,https://sns-avatar-qc.xhscdn.com/avatar/62e0f594d26d9f0001f14d86.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB4h4HLazHHVfmJGpHeZZ5GSJy8EpPqxBzuMhSHr0ArjI=,6,4,3,0,1,13,总互动不足100,0.667,0.5,普通低价值博主,总互动仅13，流量薄弱，不建议投放
69b52a4e000000001e00edda,V+设计师买手店,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f0nt0fd6i0049kc9e8e0t9vmaqsql8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB4h4HLazHHVfmJGpHeZZ5GfdSib4qai06Sfvmzg-0Q2Q=,829,377,77,82,1,1365,双门槛全部达标,0.455,0.093,普通低价值博主,转化比值一般，性价比偏低
69b7d7d1000000001d018576,小官教你学穿搭,https://sns-avatar-qc.xhscdn.com/avatar/5e436dda1d314d0001e8ba92.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB3r0RwlPxygFmBrryuZ_20BwsfPF0RSmfMNTrWvwzpk8=,193,85,3,49,1,330,双门槛全部达标,0.44,0.016,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69b94e2b0000000022027eaf,潮人衣馆,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312cp359ll26g5phjfk6gu0c5bnqdfqg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABEj6M4bHmm4A5xzv-i9e0vnmtPQJyHuH57Z8v6JRfFMY=,228,131,36,127,1,522,双门槛全部达标,0.575,0.158,普通低价值博主,转化比值一般，性价比偏低
69bba53c00000000230240d4,LIT LIGHT 里奈拾光,https://sns-avatar-qc.xhscdn.com/avatar/62e0f594d26d9f0001f14d86.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABfqwq0lBt7LJC9MWoS_uTZy4djVeXEumaocnfuPtmUlk=,54,36,6,30,1,126,双门槛全部达标,0.667,0.111,普通低价值博主,转化比值一般，性价比偏低
69bd1cf8000000001e00c4f9,小杜家拼豆二店,https://sns-avatar-qc.xhscdn.com/avatar/seller_69d63ea29f4759000159b38a?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABvIshMKpr_Cv7qF4Pi8nugOsCT9qHllxON-fCYrMVWqc=,27,10,40,5,1,82,总互动不足100,0.37,1.481,普通低价值博主,总互动仅82，流量薄弱，不建议投放
69bd27d70000000023023f55,刘佳仪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31h67aabq3a004a5mge6991jg1bp649o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABvIshMKpr_Cv7qF4Pi8nugEtJdhsdjo9trZdVVIPDgxc=,5045,1482,950,263,1,7740,双门槛全部达标,0.294,0.188,普通低价值博主,转化比值一般，性价比偏低
69be061300000000220026cb,TRIPLE聊穿搭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b06g4807c005por1id7c8t56vcd4v8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWf5OM7DFJ_BABhgNgJz_yXkBCVmHbQI3fivC6LyDZ0w=,2308,1406,88,452,1,4254,双门槛全部达标,0.609,0.038,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69be6987000000001f003236,思远Glenindiv,https://sns-avatar-qc.xhscdn.com/avatar/57811adb02f37d086293d1c1.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWf5OM7DFJ_BABhgNgJz_yclU8-V12RszCZrJIFEiV-c=,30240,5246,1623,4590,1,41699,双门槛全部达标,0.173,0.054,普通低价值博主,转化比值一般，性价比偏低
69be7186000000002301580f,cuibuju,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3159086ta1e0g5nk7t2fg8geeuf1n3r0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWf5OM7DFJ_BABhgNgJz_yUYyHOKX2p_dTggzlP-XKLI=,1389,443,38,1022,1,2892,双门槛全部达标,0.319,0.027,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69be7acc000000001d01a479,LIT LIGHT 里奈拾光,https://sns-avatar-qc.xhscdn.com/avatar/62e0f594d26d9f0001f14d86.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWf5OM7DFJ_BABhgNgJz_yTGyF4ql3WxsZAUqkfHVyfw=,61,31,3,29,1,124,双门槛全部达标,0.508,0.049,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69beb347000000001a0301ca,小居,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313abn8o204005pa5ognhgnfdkfjh95g?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWf5OM7DFJ_BABhgNgJz_yeeiJx_y2MhlsoTGmL-ppy8=,5407,2393,62,532,1,8394,双门槛全部达标,0.443,0.011,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69c01b5b000000002202a0ac,井井玩,https://sns-avatar-qc.xhscdn.com/avatar/61b30e774fd8210778aa8c70.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABkhyxOs4A_WpwCBGHVrg-JIVRv8OSe0CGL6eiHNlZNpE=,2925,1141,115,169,1,4350,双门槛全部达标,0.39,0.039,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69c0a78d000000001d01c975,瑶瑶有3只狗呀,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31q59lj0h02004a5st6nh6ljkfdm2s9o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABkhyxOs4A_WpwCBGHVrg-JBT54C3CcjhGoUq5i2llUPg=,3714,812,80,230,1,4836,双门槛全部达标,0.219,0.022,普通低价值博主,转化比值一般，性价比偏低
69c12252000000002102c30e,桥本茶,https://sns-avatar-qc.xhscdn.com/avatar/5ef1a69e2ec197000187e764.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABitb1jDHwIKZz0S1hB0KfSi0hEEkURaJtOfiYKlM7GZw=,17805,2205,173,374,1,20557,双门槛全部达标,0.124,0.01,普通低价值博主,转化比值一般，性价比偏低
69c27423000000002200e104,胖胖桔🍊和休休李,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31tcat7426e005p9j4j4ajeg4u8rrnn8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABxC6r9nPq0EU7P3fOQQIHfSGuRV5XIbw41oqeZjs2NIo=,72,56,6,4,1,138,双门槛全部达标,0.778,0.083,普通低价值博主,转化比值一般，性价比偏低
69c28a0c00000000230133ca,颂伊宝,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rfk4f1e0m005neojfvg9cestj27loo?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABxC6r9nPq0EU7P3fOQQIHfXZK-BXRmwQfZzgYPo3-yyk=,5598,5138,100,197,1,11033,双门槛全部达标,0.918,0.018,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69c296b5000000001a03296d,谷子美,https://sns-avatar-qc.xhscdn.com/avatar/6410bbf92a05a5c7c47fa042.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABxC6r9nPq0EU7P3fOQQIHfSyql7ESXCnbivXwrLviH4A=,1743,534,77,292,1,2646,双门槛全部达标,0.306,0.044,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69c345a5000000001a024553,CoosRetro,https://sns-avatar-qc.xhscdn.com/avatar/seller_6a15461bf4db62000150a176?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABnZxM2w7nq4DHti5bYe0nWE27qn2PdNAjNgKsm-k7QmE=,170,93,46,21,1,330,双门槛全部达标,0.547,0.271,普通低价值博主,转化比值一般，性价比偏低
69c360050000000023020a29,H^,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31edmvinkh2005oqpbokmbnd2p72uehg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABnZxM2w7nq4DHti5bYe0nWJQPfXUfc6nDMZFe4fCNbVU=,9446,3051,168,311,1,12976,双门槛全部达标,0.323,0.018,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69c374dc0000000023022e37,子秋,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31a5ptm6dni004bv0fpo5p5544f8kbs0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABnZxM2w7nq4DHti5bYe0nWEMmNFG5kfULAbOrXvezt38=,7045,1004,214,515,1,8778,双门槛全部达标,0.143,0.03,普通低价值博主,转化比值一般，性价比偏低
69c3a181000000001d01f794,LIT LIGHT 里奈拾光,https://sns-avatar-qc.xhscdn.com/avatar/62e0f594d26d9f0001f14d86.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABnZxM2w7nq4DHti5bYe0nWIOlsinLMlpVzAxlqhC5rWI=,190,164,1,39,1,394,双门槛全部达标,0.863,0.005,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
69c400b80000000023026f52,喜欢开心果,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31sbu2p5u58005pgtclbgu8ft9ag2sc0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWd6zqSg1re5X6OsRjaFmijDxfVuWLj0-mxsumEXd0Z4=,27,10,0,1,1,38,总互动不足100,0.37,0.0,普通低价值博主,总互动仅38，流量薄弱，不建议投放
69c51c3a000000001d019131,草鱼爱吃鱼zzz,https://sns-avatar-qc.xhscdn.com/avatar/63fd99cbfca3d98c0e1c0825.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABS0o_QAN9ZbXTjZsIfnLooXaefNNay57dtrdeqZBRGFM=,38111,14810,258,860,1,54039,双门槛全部达标,0.389,0.007,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
